1.000000000000000000e+00 1.000000000000000000e+00 9.963504601188146736e-01
2.000000000000000000e+00 1.213994560632347856e-05 9.989140922055540495e-01
3.000000000000000000e+00 1.167815238746195655e-06 9.998933205769964250e-01
4.000000000000000000e+00 1.116498930391972035e-08 9.999853197415401462e-01
5.000000000000000000e+00 2.150469947818752646e-10 9.999993195636207588e-01
6.000000000000000000e+00 4.534324386160900124e-13 9.999999022184703490e-01
7.000000000000000000e+00 7.670270095360308942e-15 9.999999565148595115e-01
8.000000000000000000e+00 6.933342349045350056e-16 9.999999653933069332e-01
9.000000000000000000e+00 2.603297340263819842e-16 9.999999693847509974e-01
1.000000000000000000e+01 2.427803025183379272e-16 9.999999736463822675e-01
1.100000000000000000e+01 1.501449047532087752e-16 9.999999766682992064e-01
1.200000000000000000e+01 1.274089281292657449e-16 9.999999795804178637e-01
1.300000000000000000e+01 1.011868498792762879e-16 9.999999822300116303e-01
1.400000000000000000e+01 7.239579228823762027e-17 9.999999843994650250e-01
1.500000000000000000e+01 5.657035055490432084e-17 9.999999863322883709e-01
1.600000000000000000e+01 5.195183945208223087e-17 9.999999883873128548e-01
1.700000000000000000e+01 4.217117880422669324e-17 9.999999903727820882e-01
1.800000000000000000e+01 3.579864149954450109e-17 9.999999924578065746e-01
1.900000000000000000e+01 2.898384042485113885e-17 9.999999947178752624e-01
2.000000000000000000e+01 2.790084180466087576e-17 1.000000000000000000e+00
