1.550000000000000000e+02 1.907472830717703641e-02
1.700000000000000000e+02 1.833169238277512422e-02
1.930000000000000000e+02 1.740539385645931830e-02
2.180000000000000000e+02 1.640779639330143189e-02
2.820000000000000000e+02 1.564532215023922354e-02
3.580000000000000000e+02 1.463830958947367686e-02
4.700000000000000000e+02 1.352506904019139082e-02
6.290000000000000000e+02 1.258009356555023217e-02
