9.995019488185418188e-01 -1.979325829382969082e-03
1.000256560427797092e+00 1.138988737181455919e-03
9.965814988674380759e-01 2.241333362950790383e-03
9.923269602007580570e-01 2.889487145424207010e-03
9.875306624647927078e-01 3.749495672260962434e-03
9.822109130205809446e-01 4.662150038648680064e-03
9.764453426559759341e-01 5.646036766600665870e-03
9.702805944849652864e-01 6.693286458910846504e-03
9.637502629524911102e-01 7.793080147857604605e-03
9.568832123523761668e-01 8.941304178109390696e-03
9.497017452916617364e-01 1.013104731793371648e-02
9.422251441634015290e-01 1.135936586917899935e-02
9.344695710361329288e-01 1.262236595849799622e-02
9.264488818643981105e-01 1.391597304992520621e-02
9.181753274541094578e-01 1.523732325315058610e-02
9.096598187711952832e-01 1.658442572569121878e-02
9.009118598976773029e-01 1.795411325683811746e-02
8.919402271256173798e-01 1.934503844682734786e-02
8.827526546934088003e-01 2.075458234445655761e-02
8.733560945394264197e-01 2.217976083365518283e-02
8.637572925332419604e-01 2.362034691629687558e-02
8.539621062990487843e-01 2.507390258628513710e-02
8.439760398253650653e-01 2.653876525945898790e-02
8.338042004417772768e-01 2.801338832734658058e-02
8.234512965146933983e-01 2.949605194865496244e-02
8.129218599032314030e-01 3.098608518254723082e-02
8.022198757032292793e-01 3.248105305529976755e-02
7.913492928590272202e-01 3.398015373221819485e-02
7.803138132240958758e-01 3.548248909056814226e-02
7.691167140671200109e-01 3.698564487316965271e-02
7.577613152543912767e-01 3.848896120903851775e-02
7.462506094156753367e-01 3.999065808678934492e-02
7.345874933472078538e-01 4.148946181379194187e-02
7.227747544009895941e-01 4.298437794549071767e-02
7.108149319299666979e-01 4.447354432290336751e-02
6.987104955937950557e-01 4.595553649379620353e-02
6.864638114200308783e-01 4.742900246844869439e-02
6.740770978632183441e-01 4.889224135648841119e-02
6.615524592774447710e-01 5.034340253443975177e-02
6.488919417419455327e-01 5.178086124397161816e-02
6.360974644824518576e-01 5.320261889704326619e-02
6.231709398166881408e-01 5.460727712852011390e-02
6.101141480685822183e-01 5.599287600285557387e-02
5.969287287287091681e-01 5.735666291633714775e-02
5.836163462483829889e-01 5.869654575759034043e-02
5.701784443109131351e-01 6.000963921355857017e-02
5.566168370175450519e-01 6.129377778747115840e-02
5.429324957940360186e-01 6.254670183136119832e-02
5.291269962800350113e-01 6.376485013352073405e-02
5.152047990440224989e-01 6.494453848038229948e-02
5.011515244495919896e-01 6.608395763838380288e-02
4.870165901229646099e-01 6.717614605114936854e-02
4.729113250970927163e-01 6.820935535177886921e-02
4.589231262695640523e-01 6.917481907495796889e-02
4.450479397694773187e-01 7.007271604204060034e-02
4.312834773996035986e-01 7.090118239334593231e-02
4.176343156926037858e-01 7.165819227988512452e-02
4.041011825755615461e-01 7.234314131323194008e-02
3.906862023602286071e-01 7.295443471580985439e-02
3.773913185295397765e-01 7.349034091431082272e-02
3.642185323928333607e-01 7.394842975165688559e-02
3.511700242110896708e-01 7.432721332948438731e-02
3.382480892896175817e-01 7.462609477259594948e-02
3.254550995692542248e-01 7.484271263697588050e-02
3.127935612445932323e-01 7.497512469713030203e-02
3.002661278446102089e-01 7.502162126101331874e-02
2.878755977937059729e-01 7.498049599094350204e-02
2.756249205211177000e-01 7.484999485921758899e-02
2.635172217536658756e-01 7.462823704656741663e-02
2.515557944854471817e-01 7.431385287537187190e-02
2.397441651968869047e-01 7.390433850249181202e-02
