1.042208786990268976e+00 8.741719208046286882e-01 4.848537385011028045e-01 5.886316795003944113e-01 6.504147092649229522e-01 7.162187150609691244e-01 7.516430151512203395e-01 2.822086045649669361e-01 2.469700762640791303e-01 1.792195389358237356e-01 9.988144360799648680e-02 5.175701069995963105e-02
1.221692746134583452e+00 8.492099384908829984e-01 5.344657462349238219e-01 6.369390618112665825e-01 6.975424648700506713e-01 7.543107122405541265e-01 7.814597856204528181e-01 2.606087842567286206e-01 2.178482143722855480e-01 1.441769156170296384e-01 7.069080676966439658e-02 3.094966681696576308e-02
1.541741573324743930e+00 8.061578701456093565e-01 6.074359848895414249e-01 7.030025608297488793e-01 7.583385368052850684e-01 7.996270532394323949e-01 8.149925469701849723e-01 2.255282314407362765e-01 1.720895589097103662e-01 9.585062944041337907e-02 3.722037016574111790e-02 1.178763317243973832e-02
1.997576020156384358e+00 7.511018837493456113e-01 6.845560809358879339e-01 7.670755141684303391e-01 8.120473939298876731e-01 8.360417837843959754e-01 8.413297540010673536e-01 1.833012925314321251e-01 1.205658177215121890e-01 5.203539606726365063e-02 1.544287923174514181e-02 5.314185913354850001e-03
2.582295026772077229e+00 6.926935450115233595e-01 7.522102417144982400e-01 8.186446604908736990e-01 8.504518052929412875e-01 8.607808049901541914e-01 8.605976581581803453e-01 1.407947770035546109e-01 7.469611340279183609e-02 2.418123941680443145e-02 8.091434774015261386e-03 4.129055645812359718e-03
3.287037001145102888e+00 6.378729961923986780e-01 8.054646509044389724e-01 8.557541732936603252e-01 8.752678280127816901e-01 8.776527967960092713e-01 8.758551816606126028e-01 1.030490900072747046e-01 4.142521026386391386e-02 1.282382965214512623e-02 5.670111397519458571e-03 2.730518611490167016e-03
4.101119499502050125e+00 5.900546206861640997e-01 8.450660965982822459e-01 8.808907498596297847e-01 8.913184743723914227e-01 8.903485966978795796e-01 8.888246682351870209e-01 7.266347081839107103e-02 2.268486332381421111e-02 8.683844269562594059e-03 4.163361668016466767e-03 1.528684358311472062e-03
5.012202162708382147e+00 5.499960329294207861e-01 8.737602208311493479e-01 8.977275268101532202e-01 9.025600798606641106e-01 9.007971399554622893e-01 8.999944480841614025e-01 5.035476816821262552e-02 1.582139409119290296e-02 6.482902192717988725e-03 3.135089371475965198e-03 9.471003743913753055e-04
6.006474051265707104e+00 5.171400790954046034e-01 8.943742498840844268e-01 9.093891755477795380e-01 9.112725776959917923e-01 9.097613330878299154e-01 9.095056144021183009e-01 3.566487162623401680e-02 1.178874768563354693e-02 4.901443851313492910e-03 2.118383375780585193e-03 8.666758661323362275e-04
7.068863094810815539e+00 4.904473404456636820e-01 9.092244388214661965e-01 9.179703984193077204e-01 9.185375417817920329e-01 9.175210302093340653e-01 9.175366097785695452e-01 2.694924612595652608e-02 8.447383357740815418e-03 3.940780734824731076e-03 1.295959781117842239e-03 7.384775187439112949e-04
8.183264604650609897e+00 4.687948990123741444e-01 9.200475462697711437e-01 9.246981415589572428e-01 9.248152811997268907e-01 9.242182347279661592e-01 9.243179959048098970e-01 2.155074465463151928e-02 5.728850571742525460e-03 3.216636761970874132e-03 1.015611226335565772e-03 5.270387492985692274e-04
9.332785420198250748e+00 4.511596702398980585e-01 9.280811440557167336e-01 9.302408290645742817e-01 9.303007370689726496e-01 9.299746455334809703e-01 9.300709199169410191e-01 1.753184030308984828e-02 3.820098739824965683e-03 2.341489710643037021e-03 9.704273809117595429e-04 4.033605346458935437e-04
1.050000000000000000e+01 4.366927961266449665e-01 9.341770740510568771e-01 9.349540052737376206e-01 9.350923283096327365e-01 9.349117787514011901e-01 9.349769857462142397e-01 1.408832693650894329e-02 3.043500178933210461e-03 1.560940103535456494e-03 8.264671908059746447e-04 3.802892801790064238e-04
1.166721457980174925e+01 4.247306184288165420e-01 9.389094173367885654e-01 9.390305523237788554e-01 9.392590289909529266e-01 9.391441644779535691e-01 9.391770261489562621e-01 1.105119438181704702e-02 3.083126341913164717e-03 1.350500085583684591e-03 6.000903093370360845e-04 3.585898633470609750e-04
1.281673539534939010e+01 4.147726738884150444e-01 9.426611163517322201e-01 9.425815966394640588e-01 9.428623490799187268e-01 9.427719958264387801e-01 9.427794306890426856e-01 8.604424233686737769e-03 3.121132236315095083e-03 1.516701340866088250e-03 4.684726261842193820e-04 3.064972615075963152e-04
1.393113690518918446e+01 4.064484296508947270e-01 9.456865131610698860e-01 9.456772452250415961e-01 9.459611153714017062e-01 9.458787133572331696e-01 9.458685246175373429e-01 7.258216442684322853e-03 2.856282702909346966e-03 1.598465633740953030e-03 5.304876169402024345e-04 2.707630780306980421e-04
1.499352594873429290e+01 3.994845771319249783e-01 9.481541352218044727e-01 9.483663512140736440e-01 9.486106651374324183e-01 9.485322081130785898e-01 9.485107531872976061e-01 7.362838670038881171e-03 2.345509220576304579e-03 1.473564789710042925e-03 6.064792951101738655e-04 3.023994468579975069e-04
1.598779783729161608e+01 3.936774598804491654e-01 9.501757447627420250e-01 9.506858891229706954e-01 9.508608857544302850e-01 9.507873581994615853e-01 9.507589121967519041e-01 8.386528114404422432e-03 1.853951456678228169e-03 1.188602347823867773e-03 5.981074302985977089e-04 3.531094983329220163e-04
1.689888050049794899e+01 3.888717692118537905e-01 9.518264570217285225e-01 9.526653468426971028e-01 9.527547682780137528e-01 9.526884250335513338e-01 9.526550959690576192e-01 9.785441780541690934e-03 1.991153750049037916e-03 8.980618096721736197e-04 5.365235191194566355e-04 4.216398549464573449e-04
1.771296299885489844e+01 3.849453770077200243e-01 9.531588334160991938e-01 9.543288094538263655e-01 9.543279348842600429e-01 9.542708274164196647e-01 9.542328727195874549e-01 1.124840872438215116e-02 2.784776687739841296e-03 9.369420950159664105e-04 5.134971415501979070e-04 5.393769773014639793e-04
1.841770497322792011e+01 3.817995684168060677e-01 9.542124841504231458e-01 9.556960170404588117e-01 9.556089745790903311e-01 9.555624099619298706e-01 9.555189525771818904e-01 1.260325235841963654e-02 3.816705966014249593e-03 1.393077336809462859e-03 6.311234656224773507e-04 7.343597642084239395e-04
